"user_id","gender","age","married","has_children","home_country","home_city","home_airport","sign_up_date","num_clicks","num_sessions","avg_session_duration_mins","total_flight_bookings","total_hotel_bookings","avg_flight_discount_percent","avg_hotel_discount_percent","discount_flight_proportion","discount_hotel_proportion","total_cancellations","activity_type","scaled_session_duration","booking_rate","cancellation_rate","num_nights","num_rooms","num_trips","total_checked_bags","avg_amount_spent","money_spent_hotel","money_spent_flight","avg_hotel_price_per_room_night_usd","avg_km_flown","scaled_fare_usd","traveler_profile","perk_assignment"
"577216","F","47","true","true","usa","tucson","TUS","2023-02-06","160","8","2.49","2","4","0.15","0.18","0.25","0.25","0","Flight with Hotel","0.06","0.5","0","4","4","4","2","1070.3600000000000000","2793.50","627.72","264.25","1800.30","313.86","family travellers","Exclusive Discount"
"642820","F","49","true","true","usa","las vegas","LAS","2023-03-07","99","8","1.54","2","2","0.10","0.05","0.125","0.125","0","Flight with Hotel","0.03","1","0","2","2","2","0","943.7150000000000000","1172.00","715.43","174.00","2118.42","357.72","family travellers","Free Hotel Meals"
"517653","F","54","true","true","usa","phoenix","LUF","2023-01-08","145","8","2.24","2","2","0.05","0.05","0.125","0.25","0","Flight with Hotel","0.05","1","0","2","2","2","2","403.8000000000000000","219.70","559.80","72.50","1495.97","289.80","family travellers","Free Hotel Meals"
"535942","F","45","true","true","usa","boston","BOS","2023-01-17","106","8","1.66","2","2","0.08","0.05","0.25","0.125","0","Flight with Hotel","0.03","1","0","2","2","2","1","1109.7600000000000000","857.00","1362.52","141.50","4179.63","681.26","family travellers","Exclusive Discount"
"565841","F","44","true","true","canada","toronto","YYZ","2023-02-01","94","8","1.47","2","3","0.08","0.10","0.25","0.125","0","Flight with Hotel","0.03","0.6666666666666666","0","3","3","3","0","674.2200000000000000","1010.00","896.44","75.00","2490.34","448.22","family travellers","Free Hotel Meals"
"464855","F","29","false","true","canada","victoria","YYJ","2022-12-12","310","11","12.99","3","3","0.08","0.05","0.45454545454545453","0.18181818181818182","1","Flight with Hotel","0.38","1","0.3333333333333333","3","3","3","3","8501.2366666666666667","7104.00","18330.33","226.67","12522.40","3182.26","family travellers","Exclusive Discount"
"611031","F","22","false","true","usa","new york","LGA","2023-02-22","112","8","1.73","0","0","0.30","0.00","0.125","0","0","No Activity","0.04","","","0","0","0","0","","0.00","0.00","0.00","0.00","0.00","family travellers","Free Hotel Meals"
"522939","F","44","false","true","usa","cleveland","CLE","2023-01-11","139","8","2.15","2","2","0.12","0.00","0.375","0","0","Flight with Hotel","0.05","1","0","2","2","2","1","576.5950000000000000","698.00","455.19","129.00","1213.98","227.60","family travellers","Free Hotel Meals"
"571637","F","41","false","true","usa","seattle","BFI","2023-02-04","111","8","1.70","2","2","0.05","0.00","0.125","0","0","Flight with Hotel","0.04","0.3333333333333333","0","2","2","3","2","854.2700000000000000","1456.00","1187.17","96.00","3118.06","593.59","family travellers","Free Hotel Meals"
"540094","F","46","true","true","usa","chicago","MDW","2023-01-19","135","8","2.11","3","2","0.00","0.05","0","0.125","0","Flight with Hotel","0.05","0.6666666666666666","0","2","2","3","3","394.5000000000000000","274.00","1032.78","139.00","1793.87","344.26","family travellers","Free Checked Bag"
"526858","F","52","true","true","usa","miami","TNT","2023-01-12","75","8","1.16","0","0","0.10","0.15","0.125","0.125","0","No Activity","0.02","","","0","0","0","0","","0.00","0.00","0.00","0.00","0.00","family travellers","Free Hotel Meals"
"425653","M","20","false","true","usa","portland","PDX","2022-11-21","127","9","1.74","0","1","0.10","0.00","0.1111111111111111","0","0","Hotel Only","0.04","0","0","1","1","1","0","","2475.00","0.00","165.00","0.00","0.00","family travellers","Free Hotel Meals"
"518998","F","47","true","true","usa","st. petersburg","SPG","2023-01-09","151","8","2.36","3","3","0.10","0.08","0.125","0.25","0","Flight with Hotel","0.06","1","0","3","3","3","4","546.6100000000000000","624.20","989.83","149.00","1828.64","329.94","family travellers","Free Checked Bag"
"533492","F","46","true","true","usa","chicago","MDW","2023-01-16","124","8","1.92","3","2","0.13","0.20","0.5","0.125","0","Flight with Hotel","0.04","0.6666666666666666","0","2","2","3","5","736.6100000000000000","732.00","51987.94","194.00","6658.51","4506.63","family travellers","Free Checked Bag"
"618429","M","47","false","true","usa","philadelphia","PHL","2023-02-25","170","8","2.61","3","3","0.10","0.15","0.125","0.125","0","Flight with Hotel","0.06","1","0","3","3","3","3","863.3633333333333333","1242.60","1171.09","128.67","2872.53","390.36","family travellers","Free Checked Bag"
"535625","F","29","false","true","canada","hamilton","YHM","2023-01-17","189","8","2.92","5","4","0.00","0.00","0","0","0","Flight with Hotel","0.07","0.8","0","4","4","5","3","520.5000000000000000","1636.00","904.59","189.25","1742.58","180.92","family travellers","Free Checked Bag"
"508964","F","26","true","true","usa","newark","EWR","2023-01-04","89","8","1.37","0","0","0.05","0.00","0.125","0","0","No Activity","0.03","","","0","0","0","0","","0.00","0.00","0.00","0.00","0.00","family travellers","Free Hotel Meals"
"588970","F","24","false","true","usa","omaha","OFF","2023-02-12","98","8","1.55","0","3","0.13","0.10","0.375","0.125","0","Hotel Only","0.03","0","0","3","3","3","0","","4691.80","0.00","194.00","0.00","0.00","family travellers","Free Hotel Meals"
"564434","F","36","true","true","canada","hamilton","YHM","2023-01-31","64","8","0.99","0","0","0.15","0.00","0.25","0","0","No Activity","0.01","","","0","0","0","0","","0.00","0.00","0.00","0.00","0.00","family travellers","Free Hotel Meals"
"564369","F","54","true","true","usa","oakland","OAK","2023-01-31","84","8","1.31","0","0","0.10","0.10","0.125","0.125","0","No Activity","0.02","","","0","0","0","0","","0.00","0.00","0.00","0.00","0.00","family travellers","Free Hotel Meals"
"604664","F","24","false","true","usa","austin","AUS","2023-02-19","96","8","1.49","0","0","0.25","0.00","0.125","0","0","No Activity","0.03","","","0","0","0","0","","0.00","0.00","0.00","0.00","0.00","family travellers","Free Hotel Meals"
"741190","F","21","false","true","canada","toronto","YTZ","2023-04-12","99","8","1.55","0","0","0.05","0.00","0.125","0","0","No Activity","0.03","","","0","0","0","0","","0.00","0.00","0.00","0.00","0.00","family travellers","Free Hotel Meals"
"541132","M","32","true","true","usa","los angeles","LAX","2023-01-19","50","8","0.77","0","0","0.10","0.00","0.125","0","0","No Activity","0.01","","","0","0","0","0","","0.00","0.00","0.00","0.00","0.00","family travellers","Free Hotel Meals"
"659128","F","49","true","true","usa","new york","JFK","2023-03-13","163","8","2.53","5","5","0.10","0.12","0.125","0.375","0","Flight with Hotel","0.06","1","0","5","5","5","6","873.3260000000000000","1666.00","2568.47","142.60","2835.15","518.53","family travellers","Free Checked Bag"
"551671","F","25","false","true","canada","winnipeg","YAV","2023-01-25","81","8","1.27","0","0","0.15","0.00","0.125","0","0","No Activity","0.02","","","0","0","0","0","","0.00","0.00","0.00","0.00","0.00","family travellers","Free Hotel Meals"
"534858","F","54","true","true","usa","new york","LGA","2023-01-16","413","8","18.27","5","5","0.10","0.00","0.375","0.125","1","Flight with Hotel","0.53","1","0.2","5","5","5","3","968.1640000000000000","3578.00","1262.82","303.00","1389.37","252.56","family travellers","No Cancellation Fee"
"522115","M","40","false","true","usa","chicago","MDW","2023-01-10","359","8","18.28","5","5","0.00","0.15","0.125","0.25","1","Flight with Hotel","0.53","1","0.2","5","5","5","3","949.7440000000000000","3711.30","962.72","257.40","1138.16","192.54","family travellers","No Cancellation Fee"
"526032","F","36","false","true","canada","windsor","YQG","2023-01-12","59","8","0.91","0","0","0.00","0.05","0","0.125","0","No Activity","0.01","","","0","0","0","0","","0.00","0.00","0.00","0.00","0.00","family travellers","Free Hotel Meals"
"577287","F","44","false","true","canada","montreal","YUL","2023-02-06","342","8","9.84","5","5","0.10","0.10","0.25","0.375","1","Flight with Hotel","0.28","1","0.2","5","5","5","2","766.0540000000000000","1869.95","1875.27","146.60","2039.18","375.05","family travellers","No Cancellation Fee"
"546395","F","44","true","true","usa","houston","HOU","2023-01-22","303","8","12.48","5","5","0.10","0.00","0.25","0.125","1","Flight with Hotel","0.36","1","0.2","5","5","5","2","664.5260000000000000","2063.00","1202.48","175.00","1620.83","251.93","family travellers","No Cancellation Fee"
"555257","F","28","false","true","usa","new york","JFK","2023-01-27","259","8","10.51","5","5","0.15","0.00","0.375","0.125","1","Flight with Hotel","0.30","1","0.2","5","5","5","2","966.2900000000000000","2287.00","2481.29","125.00","2900.32","508.89","family travellers","No Cancellation Fee"
"581085","F","27","true","true","usa","new york","JFK","2023-02-08","265","8","10.69","5","5","0.10","0.10","0.25","0.375","1","Flight with Hotel","0.31","1","0.2","5","5","5","1","801.9760000000000000","2326.50","1669.88","225.20","1808.95","333.98","family travellers","No Cancellation Fee"
"564588","F","18","false","true","usa","indianapolis","IND","2023-01-31","110","8","1.71","0","2","0.15","0.10","0.25","0.125","0","Hotel Only","0.04","0","0","2","2","2","0","","948.00","0.00","133.50","0.00","0.00","family travellers","Free Hotel Meals"
"538511","F","23","false","true","usa","dallas","DAL","2023-01-18","104","8","1.61","0","0","0.00","0.05","0","0.125","0","No Activity","0.03","","","0","0","0","0","","0.00","0.00","0.00","0.00","0.00","family travellers","Free Hotel Meals"
"550887","F","18","false","true","usa","new york","LGA","2023-01-25","138","9","1.89","0","2","0.05","0.00","0.1111111111111111","0","0","Hotel Only","0.04","0","0","2","2","2","0","","5145.00","0.00","144.50","0.00","0.00","family travellers","Free Hotel Meals"
"535795","F","55","true","true","usa","dallas","DAL","2023-01-17","166","8","2.56","5","5","0.15","0.10","0.25","0.125","0","Flight with Hotel","0.06","1","0","5","5","5","4","820.1040000000000000","2296.80","1698.36","169.00","2161.39","346.90","family travellers","No Cancellation Fee"
"544425","F","34","true","true","usa","winston-salem","INT","2023-01-21","90","8","1.39","0","0","0.15","0.05","0.375","0.125","0","No Activity","0.03","","","0","0","0","0","","0.00","0.00","0.00","0.00","0.00","family travellers","Free Hotel Meals"
"510537","F","48","true","true","usa","austin","AUS","2023-01-04","170","10","2.10","4","4","0.12","0.08","0.3","0.2","0","Flight with Hotel","0.05","0.6","0","4","4","5","5","1009.7533333333333333","2414.20","21544.05","116.50","7044.78","1995.05","family travellers","Exclusive Discount"
"609763","F","18","false","true","canada","vancouver","YVR","2023-02-21","70","8","1.09","0","1","0.25","0.20","0.125","0.125","0","Hotel Only","0.02","0","0","1","1","1","0","","186.00","0.00","93.00","0.00","0.00","family travellers","Free Hotel Meals"
"638237","F","24","false","true","canada","toronto","YZD","2023-03-05","72","9","0.99","0","0","0.00","0.00","0","0","0","No Activity","0.01","","","0","0","0","0","","0.00","0.00","0.00","0.00","0.00","family travellers","Free Hotel Meals"
"528372","F","25","false","true","usa","san antonio","SAT","2023-01-13","87","8","1.34","0","1","0.10","0.10","0.125","0.125","0","Hotel Only","0.02","0","0","1","1","1","0","","1881.00","0.00","171.00","0.00","0.00","family travellers","Free Hotel Meals"
"534066","F","43","true","true","usa","new york","JFK","2023-01-16","164","8","2.55","5","4","0.15","0.10","0.25","0.125","0","Flight with Hotel","0.06","0.8","0","4","4","5","2","423.2575000000000000","625.80","1487.77","93.50","1847.62","319.39","family travellers","No Cancellation Fee"
"510061","F","48","true","true","usa","new york","LGA","2023-01-04","185","8","2.86","5","4","0.13","0.00","0.375","0","0","Flight with Hotel","0.07","0.8","0","4","4","5","2","839.1275000000000000","2103.00","1793.88","223.50","2238.02","384.29","family travellers","No Cancellation Fee"
"517622","F","18","false","true","usa","san diego","NZY","2023-01-08","117","8","1.84","0","0","0.15","0.15","0.125","0.125","0","No Activity","0.04","","","0","0","0","0","","0.00","0.00","0.00","0.00","0.00","family travellers","Free Hotel Meals"
"531255","F","37","true","true","usa","buffalo","BUF","2023-01-15","102","8","1.60","0","0","0.08","0.13","0.375","0.375","0","No Activity","0.03","","","0","0","0","0","","0.00","0.00","0.00","0.00","0.00","family travellers","Free Hotel Meals"
"563691","F","18","false","true","usa","san diego","SAN","2023-01-31","75","8","1.16","0","1","0.20","0.00","0.125","0","0","Hotel Only","0.02","0","0","1","1","1","0","","525.00","0.00","105.00","0.00","0.00","family travellers","Free Hotel Meals"
"572908","F","52","true","true","usa","new york","JFK","2023-02-04","193","8","2.97","5","4","0.00","0.00","0","0","0","Flight with Hotel","0.07","0.8","0","4","4","5","4","999.1150000000000000","2110.00","2462.66","199.75","2755.82","492.53","family travellers","No Cancellation Fee"
"534360","F","43","false","true","canada","montreal","YUL","2023-01-16","195","8","3.03","5","4","0.10","0.25","0.125","0.125","0","Flight with Hotel","0.08","0.8","0","4","4","5","1","679.8875000000000000","1366.25","2973.52","166.25","1738.65","423.05","family travellers","No Cancellation Fee"
"527857","M","42","true","true","usa","winston-salem","INT","2023-01-13","82","8","1.28","0","1","0.00","0.08","0","0.25","0","Hotel Only","0.02","0","0","1","1","1","0","","5460.00","0.00","390.00","0.00","0.00","family travellers","Free Hotel Meals"
"530543","M","39","false","true","usa","charlotte","CLT","2023-01-14","157","8","2.43","5","4","0.15","0.00","0.25","0","0","Flight with Hotel","0.06","0.8","0","4","4","5","4","1504.4625000000000000","4062.00","2084.67","292.75","2553.68","427.21","family travellers","No Cancellation Fee"
"556417","M","30","true","true","usa","dallas","DAL","2023-01-27","44","8","0.69","0","0","0.13","0.05","0.25","0.125","0","No Activity","0.00","","","0","0","0","0","","0.00","0.00","0.00","0.00","0.00","family travellers","Free Hotel Meals"
"514132","F","38","false","true","usa","san antonio","RND","2023-01-06","129","8","2.01","5","4","0.10","0.00","0.125","0","0","Flight with Hotel","0.04","0.8","0","4","4","5","2","762.5125000000000000","1732.00","2514.11","129.50","1821.07","383.22","family travellers","No Cancellation Fee"
"501322","F","54","true","true","usa","los angeles","LAX","2022-12-31","192","10","2.39","4","5","0.05","0.05","0.2","0.3","0","Flight with Hotel","0.06","0.8","0","5","5","5","4","925.4075000000000000","3236.30","2321.89","165.80","3632.79","589.16","family travellers","Free Checked Bag"
"472713","F","41","true","true","usa","nashville","BNA","2022-12-16","181","10","2.21","4","5","0.32","0.11","0.2","0.5","0","Flight with Hotel","0.05","0.8","0","5","5","5","4","1016.9900000000000000","3045.25","1545.96","190.80","1248.49","292.94","family travellers","Exclusive Discount"
"543428","F","35","false","true","usa","portland","PWM","2023-01-21","124","8","1.93","0","2","0.13","0.05","0.5","0.125","0","Hotel Only","0.04","0","0","2","2","2","0","","1839.00","0.00","149.50","0.00","0.00","family travellers","Free Hotel Meals"
"514501","F","50","true","true","usa","kansas city","MCI","2023-01-06","85","8","1.33","0","1","0.00","0.05","0","0.125","0","Hotel Only","0.02","0","0","1","1","1","0","","703.00","0.00","74.00","0.00","0.00","family travellers","Free Hotel Meals"
"526303","F","22","true","true","usa","mobile","MOB","2023-01-12","113","8","1.75","0","2","0.14","0.15","0.5","0.25","0","Hotel Only","0.04","0","0","2","2","2","0","","2788.00","0.00","228.00","0.00","0.00","family travellers","Free Hotel Meals"
"549281","F","28","false","true","usa","new york","JFK","2023-01-24","177","8","2.73","5","5","0.08","0.10","0.375","0.125","0","Flight with Hotel","0.07","1","0","5","5","5","3","1313.2080000000000000","4247.00","2165.03","157.00","2512.45","441.01","family travellers","Exclusive Discount"
"567432","F","45","false","true","canada","montreal","YMX","2023-02-02","162","8","2.53","5","5","0.05","0.08","0.125","0.25","0","Flight with Hotel","0.06","1","0","5","5","5","4","3323.2080000000000000","13494.00","1942.04","332.80","2223.37","388.41","family travellers","No Cancellation Fee"
"565601","M","50","true","true","usa","austin","AUS","2023-02-01","78","8","1.22","0","0","0.11","0.15","0.5","0.125","0","No Activity","0.02","","","0","0","0","0","","0.00","0.00","0.00","0.00","0.00","family travellers","Free Hotel Meals"
"528936","F","24","false","true","usa","boston","BOS","2023-01-13","77","8","1.19","0","0","0.00","0.00","0","0","0","No Activity","0.02","","","0","0","0","0","","0.00","0.00","0.00","0.00","0.00","family travellers","Free Hotel Meals"
"560739","F","37","true","true","usa","columbus","LCK","2023-01-29","212","8","14.24","5","4","0.00","0.10","0.125","0.375","1","Flight with Hotel","0.41","0.8","0.2","3","3","5","3","714.1000000000000000","1483.00","15951.34","161.33","8319.19","1659.96","family travellers","No Cancellation Fee"
"545810","F","22","false","true","usa","phoenix","LUF","2023-01-22","98","8","1.52","0","1","0.08","0.10","0.375","0.25","0","Hotel Only","0.03","0","0","1","1","1","0","","1236.90","0.00","186.00","0.00","0.00","family travellers","Free Hotel Meals"
"494441","F","45","false","true","usa","colorado springs","COS","2022-12-27","255","10","3.14","0","0","0.00","0.13","0","0.2","0","No Activity","0.08","","","0","0","0","0","","0.00","0.00","0.00","0.00","0.00","family travellers","Free Hotel Meals"
"556067","F","40","true","true","canada","toronto","YZD","2023-01-27","144","8","2.23","5","5","0.25","0.20","0.375","0.125","0","Flight with Hotel","0.05","1","0","5","5","5","1","1222.9440000000000000","4797.00","1252.72","222.00","1469.39","250.54","family travellers","1 Night Free With Hotel"
"520225","F","43","false","true","usa","san jose","SJC","2023-01-09","142","8","2.22","5","5","0.13","0.00","0.25","0","0","Flight with Hotel","0.05","1","0","5","5","5","3","734.6760000000000000","1707.00","1839.66","139.40","2082.04","393.28","family travellers","1 Night Free With Hotel"
"516243","F","33","false","true","usa","buffalo","BUF","2023-01-07","65","8","1.00","0","0","0.15","0.05","0.125","0.125","0","No Activity","0.01","","","0","0","0","0","","0.00","0.00","0.00","0.00","0.00","family travellers","Free Hotel Meals"
"535702","F","43","true","true","usa","new york","LGA","2023-01-17","205","8","3.17","5","5","0.00","0.25","0","0.125","0","Flight with Hotel","0.08","1","0","5","5","5","3","2378.5140000000000000","9929.00","1963.57","319.80","2101.33","392.71","family travellers","1 Night Free With Hotel"
"691546","F","47","false","true","usa","portland","PWM","2023-03-25","133","8","2.07","5","5","0.00","0.15","0","0.125","0","Flight with Hotel","0.05","1","0","5","5","5","3","664.3220000000000000","1720.40","1570.61","203.80","1747.02","314.12","family travellers","1 Night Free With Hotel"
"548872","F","20","false","true","usa","chicago","MDW","2023-01-23","162","8","2.53","0","1","0.10","0.13","0.375","0.375","0","Hotel Only","0.06","0","0","1","1","1","0","","664.00","0.00","166.00","0.00","0.00","family travellers","Free Hotel Meals"
"675201","M","45","false","true","usa","phoenix","PHX","2023-03-19","164","8","2.53","5","6","0.15","0.08","0.125","0.25","0","Flight with Hotel","0.06","0.8333333333333334","0","6","6","6","3","848.3460000000000000","3223.45","2572.60","141.17","3126.59","531.35","family travellers","Free Checked Bag"
"559461","F","25","true","true","usa","new york","JFK","2023-01-29","114","8","1.78","0","0","0.13","0.15","0.25","0.25","0","No Activity","0.04","","","0","0","0","0","","0.00","0.00","0.00","0.00","0.00","family travellers","Free Hotel Meals"
"512529","F","41","true","true","usa","miami","TNT","2023-01-05","97","8","1.51","0","0","0.13","0.10","0.375","0.25","0","No Activity","0.03","","","0","0","0","0","","0.00","0.00","0.00","0.00","0.00","family travellers","Free Hotel Meals"
"538147","F","51","true","true","usa","los angeles","LAX","2023-01-18","428","8","18.74","5","4","0.05","0.10","0.25","0.25","1","Flight with Hotel","0.55","0.8","0.2","4","4","5","3","1561.4950000000000000","4521.00","2085.80","238.00","3202.41","417.16","family travellers","No Cancellation Fee"
"683976","F","23","false","true","usa","los angeles","LAX","2023-03-22","267","8","4.15","0","1","0.10","0.00","0.25","0","0","Hotel Only","0.11","0","0","1","1","1","0","","280.00","0.00","56.00","0.00","0.00","family travellers","Free Hotel Meals"
"546064","F","54","true","true","usa","san jose","SJC","2023-01-22","150","8","2.33","5","5","0.08","0.00","0.25","0","0","Flight with Hotel","0.05","1","0","5","5","5","3","1413.2880000000000000","4243.00","2757.42","161.80","3203.62","564.69","family travellers","No Cancellation Fee"
"521065","F","45","true","true","usa","new york","LGA","2023-01-10","292","8","16.43","5","3","0.25","0.15","0.5","0.375","1","Flight with Hotel","0.48","0.6","0.2","2","2","5","8","675.8200000000000000","331.25","5479.83","206.00","1830.97","493.71","family travellers","Free Checked Bag"
"568513","F","26","false","true","usa","new york","LGA","2023-02-02","109","10","1.35","0","2","0.10","0.08","0.1","0.2","0","Hotel Only","0.03","0","0","2","2","2","0","","1428.00","0.00","90.00","0.00","0.00","family travellers","Free Hotel Meals"
"604688","F","40","true","true","usa","san francisco","SFO","2023-02-19","457","8","18.97","5","4","0.00","0.23","0.125","0.375","1","Flight with Hotel","0.56","0.8","0.2","3","3","5","2","1026.8433333333333333","1401.00","2945.31","154.00","3353.43","589.06","family travellers","No Cancellation Fee"
"529677","F","22","false","true","canada","montreal","YMX","2023-01-14","143","8","2.19","0","1","0.11","0.00","0.5","0","0","Hotel Only","0.05","0","0","1","1","1","0","","1730.00","0.00","173.00","0.00","0.00","family travellers","Free Hotel Meals"
"511878","F","18","false","true","usa","san francisco","SFO","2023-01-05","247","9","3.39","0","0","0.15","0.00","0.2222222222222222","0","0","No Activity","0.09","","","0","0","0","0","","0.00","0.00","0.00","0.00","0.00","family travellers","Free Hotel Meals"
"509855","F","36","true","true","usa","winston-salem","INT","2023-01-04","78","8","1.24","0","0","0.30","0.05","0.25","0.125","0","No Activity","0.02","","","0","0","0","0","","0.00","0.00","0.00","0.00","0.00","family travellers","Free Hotel Meals"
"541236","M","47","false","true","usa","burlington","BTV","2023-01-19","79","8","1.21","0","0","0.13","0.10","0.25","0.25","0","No Activity","0.02","","","0","0","0","0","","0.00","0.00","0.00","0.00","0.00","family travellers","Free Hotel Meals"
"541612","F","39","false","true","usa","san jose","SJC","2023-01-20","104","8","1.61","5","3","0.15","0.10","0.25","0.125","0","Flight with Hotel","0.03","0.6","0","3","3","5","2","759.0800000000000000","746.00","3028.53","115.00","3525.76","605.71","family travellers","Free Checked Bag"
"546844","F","46","true","true","canada","edmonton","YED","2023-01-22","150","8","2.34","5","5","0.10","0.15","0.25","0.125","0","Flight with Hotel","0.05","1","0","5","5","5","3","682.2520000000000000","1303.00","2046.54","135.40","2232.50","421.65","family travellers","1 Night Free With Hotel"
"623417","F","55","true","true","usa","sacramento","MHR","2023-02-27","85","8","1.31","0","0","0.13","0.10","0.25","0.25","0","No Activity","0.02","","","0","0","0","0","","0.00","0.00","0.00","0.00","0.00","family travellers","Free Hotel Meals"
"546419","F","55","false","true","usa","san diego","SAN","2023-01-22","427","8","18.48","5","4","0.13","0.23","0.375","0.375","1","Flight with Hotel","0.54","0.8","0.2","4","4","5","3","823.9400000000000000","1373.55","2291.22","375.75","2752.24","458.24","family travellers","1 Night Free With Hotel"
"519799","F","38","false","true","usa","bakersfield","BFL","2023-01-09","124","8","1.94","5","3","0.25","0.00","0.375","0","0","Flight with Hotel","0.04","0.6","0","3","3","5","2","1194.0966666666666667","1874.00","2123.04","205.33","2666.08","450.18","family travellers","Exclusive Discount"
"518696","F","38","false","true","canada","winnipeg","YWG","2023-01-09","96","8","1.48","0","1","0.20","0.13","0.375","0.375","0","Hotel Only","0.03","0","0","1","1","1","0","","396.00","0.00","66.00","0.00","0.00","family travellers","Free Hotel Meals"
"554949","F","26","false","true","usa","new york","LGA","2023-01-26","80","8","1.25","0","0","0.18","0.05","0.375","0.125","0","No Activity","0.02","","","0","0","0","0","","0.00","0.00","0.00","0.00","0.00","family travellers","Free Hotel Meals"
"581385","F","51","true","true","canada","calgary","YYC","2023-02-08","81","8","1.26","0","1","0.10","0.05","0.25","0.125","0","Hotel Only","0.02","0","0","1","1","1","0","","932.00","0.00","233.00","0.00","0.00","family travellers","Free Hotel Meals"
"542663","F","32","false","true","usa","las vegas","LAS","2023-01-20","193","8","2.99","5","5","0.05","0.20","0.125","0.125","0","Flight with Hotel","0.07","1","0","5","5","5","2","926.1620000000000000","2240.60","2291.81","173.20","2712.29","458.36","family travellers","1 Night Free With Hotel"
"552364","F","37","true","true","usa","omaha","OMA","2023-01-25","86","8","1.34","0","1","0.05","0.13","0.125","0.25","0","Hotel Only","0.02","0","0","1","1","1","0","","1596.00","0.00","399.00","0.00","0.00","family travellers","Free Hotel Meals"
"562010","M","42","false","true","usa","new york","LGA","2023-01-30","129","8","1.98","5","3","0.00","0.10","0","0.125","0","Flight with Hotel","0.04","0.6","0","3","3","5","3","490.2533333333333333","303.00","2205.24","101.00","2385.75","441.05","family travellers","1 Night Free With Hotel"
"551051","F","49","false","true","canada","london","YXU","2023-01-25","90","8","1.40","0","1","0.00","0.10","0","0.375","0","Hotel Only","0.03","0","0","1","1","1","0","","567.00","0.00","70.00","0.00","0.00","family travellers","Free Hotel Meals"
"520561","F","31","false","true","usa","nashville","BNA","2023-01-09","119","8","1.86","0","0","0.10","0.05","0.125","0.375","0","No Activity","0.04","","","0","0","0","0","","0.00","0.00","0.00","0.00","0.00","family travellers","Free Hotel Meals"
"524318","F","25","false","true","usa","columbus","LCK","2023-01-11","75","8","1.17","0","0","0.08","0.08","0.25","0.375","0","No Activity","0.02","","","0","0","0","0","","0.00","0.00","0.00","0.00","0.00","family travellers","Free Hotel Meals"
"634739","F","20","false","true","usa","minneapolis","MSP","2023-03-04","157","8","2.41","0","0","0.10","0.13","0.375","0.25","0","No Activity","0.06","","","0","0","0","0","","0.00","0.00","0.00","0.00","0.00","family travellers","Free Hotel Meals"
"423042","F","43","false","true","canada","ottawa","YOW","2022-11-20","296","10","5.01","6","8","0.15","0.10","0.4","0.3","1","Flight with Hotel","0.13","0.5555555555555556","0.1111111111111111","8","8","9","3","600.3100000000000000","4665.20","1387.17","140.50","1346.26","231.20","family travellers","No Cancellation Fee"
"550579","F","46","true","true","usa","portland","PDX","2023-01-24","154","8","2.40","5","3","0.18","0.13","0.25","0.5","0","Flight with Hotel","0.06","0.6","0","3","3","5","6","1442.4833333333333333","2885.00","9050.50","206.33","6110.71","1183.54","family travellers","Free Checked Bag"
"575692","F","25","false","true","usa","washington","IAD","2023-02-05","52","8","0.81","0","0","0.13","0.13","0.25","0.25","0","No Activity","0.01","","","0","0","0","0","","0.00","0.00","0.00","0.00","0.00","family travellers","Free Hotel Meals"
"489844","F","49","true","true","canada","toronto","YYZ","2022-12-25","105","9","1.45","3","4","0.10","0.08","0.1111111111111111","0.2222222222222222","0","Flight with Hotel","0.03","0.75","0","4","4","4","4","647.0166666666666667","1578.85","1081.05","141.75","2145.80","360.68","family travellers","Free Hotel Meals"
"543476","F","36","true","true","usa","oklahoma city","TIK","2023-01-21","97","8","1.51","0","1","0.15","0.13","0.125","0.5","0","Hotel Only","0.03","0","0","1","1","1","0","","462.40","0.00","68.00","0.00","0.00","family travellers","Free Hotel Meals"
"587754","F","50","true","true","usa","austin","AUS","2023-02-11","144","9","4.97","3","2","0.13","0.05","0.4444444444444444","0.2222222222222222","1","Flight with Hotel","0.13","0.6666666666666666","0.3333333333333333","1","1","3","8","615.5400000000000000","170.00","18193.84","170.00","2319.84","1331.73","family travellers","Free Checked Bag"
"462456","F","40","false","true","canada","toronto","YKZ","2022-12-11","170","10","2.09","6","4","0.13","0.00","0.2","0","0","Flight with Hotel","0.05","0.6666666666666666","0","4","4","6","2","529.9575000000000000","1113.00","1727.25","166.00","1620.68","262.35","family travellers","Free Hotel Meals"
"527560","F","54","false","true","usa","winston-salem","INT","2023-01-13","67","8","1.04","0","2","0.13","0.13","0.375","0.25","0","Hotel Only","0.02","0","0","2","2","2","0","","1318.00","0.00","129.50","0.00","0.00","family travellers","Free Hotel Meals"
"479785","M","38","true","true","usa","tulsa","TUL","2022-12-20","55","9","0.76","0","0","0.15","0.08","0.2222222222222222","0.3333333333333333","0","No Activity","0.01","","","0","0","0","0","","0.00","0.00","0.00","0.00","0.00","family travellers","Free Hotel Meals"
"571940","F","36","false","true","usa","richmond","RIC","2023-02-04","75","9","1.04","0","2","0.14","0.15","0.4444444444444444","0.1111111111111111","0","Hotel Only","0.02","0","0","2","2","2","0","","3424.00","0.00","323.00","0.00","0.00","family travellers","Free Hotel Meals"
